lemma;total_count;count_low;count_high;share_low;share_high
денежн;1;1;0;1.0;0.0
денек;1;0;1;0.0;1.0
денир;1;0;1;0.0;1.0
деоа;1;0;1;0.0;1.0
депресс;1;1;0;1.0;0.0
депутат;1;0;1;0.0;1.0
дерга;1;0;1;0.0;1.0
деревяшек;1;0;1;0.0;1.0
декаф;1;0;1;0.0;1.0
дек;1;1;0;1.0;0.0
готор;1;1;0;1.0;0.0
дейстивтельн;1;0;1;0.0;1.0
дебилизм;1;1;0;1.0;0.0
дебр;1;0;1;0.0;1.0
дев;1;0;1;0.0;1.0
девзир;1;0;1;0.0;1.0
девич;1;0;1;0.0;1.0
девлчк;1;0;1;0.0;1.0
девок;1;1;0;1.0;0.0
девук;1;0;1;0.0;1.0
девушкек;1;0;1;0.0;1.0
девя;1;0;1;0.0;1.0
девян;1;1;0;1.0;0.0
дегустатор;1;0;1;0.0;1.0
дегустир;1;1;0;1.0;0.0
дедул;1;0;1;0.0;1.0
дедушек;1;0;1;0.0;1.0
дежест;1;0;1;0.0;1.0
дезинфицирут;1;0;1;0.0;1.0
дейл;1;0;1;0.0;1.0
действен;1;0;1;0.0;1.0
действует;1;1;0;1.0;0.0
действующ;1;0;1;0.0;1.0
дерза;1;0;1;0.0;1.0
дерзк;1;0;1;0.0;1.0
дерут;1;1;0;1.0;0.0
десееееерт;1;0;1;0.0;1.0
джемв;1;0;1;0.0;1.0
джемисон;1;1;0;1.0;0.0
джентельм;1;1;0;1.0;0.0
джентльм;1;0;1;0.0;1.0
джесбол;1;0;1;0.0;1.0
джигл;1;0;1;0.0;1.0
джиз;1;1;0;1.0;0.0
джингл;1;0;1;0.0;1.0
джинр;1;0;1;0.0;1.0
джинсов;1;1;0;1.0;0.0
джокович;1;0;1;0.0;1.0
джугет;1;0;1;0.0;1.0
джул;1;1;0;1.0;0.0
дзен;1;0;1;0.0;1.0
дзержинск;1;0;1;0.0;1.0
диабет;1;1;0;1.0;0.0
диабетик;1;0;1;0.0;1.0
дианочк;1;0;1;0.0;1.0
диар;1;1;0;1.0;0.0
дибильн;1;1;0;1.0;0.0
дивет;1;0;1;0.0;1.0
джельетт;1;0;1;0.0;1.0
джелат;1;0;1;0.0;1.0
джаст;1;0;1;0.0;1.0
детс;1;0;1;0.0;1.0
десет;1;0;1;0.0;1.0
деска;1;1;0;1.0;0.0
десн;1;1;0;1.0;0.0
десонанс;1;0;1;0.0;1.0
дессер;1;0;1;0.0;1.0
десятилетн;1;0;1;0.0;1.0
десяточк;1;0;1;0.0;1.0
детак;1;0;1;0.0;1.0
детективн;1;0;1;0.0;1.0
детсад;1;1;0;1.0;0.0
джапанд;1;0;1;0.0;1.0
детскост;1;1;0;1.0;0.0
детсьв;1;0;1;0.0;1.0
дефиц;1;0;1;0.0;1.0
деформац;1;0;1;0.0;1.0
дечерт;1;0;1;0.0;1.0
дешевк;1;0;1;0.0;1.0
джазм;1;0;1;0.0;1.0
джалеб;1;0;1;0.0;1.0
джамин;1;0;1;0.0;1.0
двухнедельн;1;0;1;0.0;1.0
двухместн;1;0;1;0.0;1.0
двухлет;1;0;1;0.0;1.0
гулназ;1;0;1;0.0;1.0
громаж;1;0;1;0.0;1.0
громозд;1;0;1;0.0;1.0
громч;1;1;0;1.0;0.0
грохот;1;1;0;1.0;0.0
грохочущ;1;0;1;0.0;1.0
грпффит;1;0;1;0.0;1.0
грубиянк;1;1;0;1.0;0.0
грудничок;1;1;0;1.0;0.0
грузик;1;1;0;1.0;0.0
грузов;1;1;0;1.0;0.0
грусн;1;1;0;1.0;0.0
грустноват;1;0;1;0.0;1.0
грчще;1;1;0;1.0;0.0
грязнов;1;0;1;0.0;1.0
грязнюч;1;1;0;1.0;0.0
гуаноба;1;0;1;0.0;1.0
гуанчжо;1;0;1;0.0;1.0
губкин;1;1;0;1.0;0.0
гуванч;1;0;1;0.0;1.0
гудин;1;0;1;0.0;1.0
гулалек;1;0;1;0.0;1.0
грим;1;0;1;0.0;1.0
грильят;1;0;1;0.0;1.0
грильк;1;0;1;0.0;1.0
гранд;1;0;1;0.0;1.0
грабеж;1;0;1;0.0;1.0
гравлакс;1;0;1;0.0;1.0
гравск;1;0;1;0.0;1.0
граждан;1;1;0;1.0;0.0
гражданин;1;1;0;1.0;0.0
граммотн;1;0;1;0.0;1.0
граммулечк;1;0;1;0.0;1.0
грамовок;1;0;1;0.0;1.0
грампластинк;1;0;1;0.0;1.0
гранен;1;0;1;0.0;1.0
грибк;1;0;1;0.0;1.0
гранол;1;0;1;0.0;1.0
грапп;1;0;1;0.0;1.0
графинчик;1;1;0;1.0;0.0
грац;1;0;1;0.0;1.0
гребан;1;0;1;0.0;1.0
греет;1;0;1;0.0;1.0
грейт;1;1;0;1.0;0.0
гренадин;1;1;0;1.0;0.0
гречих;1;0;1;0.0;1.0
гулил;1;0;1;0.0;1.0
гульг;1;0;1;0.0;1.0
двухколесн;1;0;1;0.0;1.0
гульк;1;0;1;0.0;1.0
дамалинг;1;0;1;0.0;1.0
дамирович;1;0;1;0.0;1.0
дамк;1;1;0;1.0;0.0
даниел;1;0;1;0.0;1.0
данны;1;0;1;0.0;1.0
даря;1;0;1;0.0;1.0
датирова;1;0;1;0.0;1.0
датск;1;0;1;0.0;1.0
дауд;1;0;1;0.0;1.0
дафф;1;0;1;0.0;1.0
дачн;1;0;1;0.0;1.0
даю;1;0;1;0.0;1.0
двацатк;1;0;1;0.0;1.0
дверк;1;0;1;0.0;1.0
движев;1;0;1;0.0;1.0
двинул;1;0;1;0.0;1.0
двкусе;1;0;1;0.0;1.0
двоечк;1;0;1;0.0;1.0
двойствен;1;1;0;1.0;0.0
дворов;1;1;0;1.0;0.0
двухдневн;1;0;1;0.0;1.0
далм;1;0;1;0.0;1.0
даеш;1;0;1;0.0;1.0
даел;1;1;0;1.0;0.0
даа;1;1;0;1.0;0.0
гулькин;1;0;1;0.0;1.0
гулялек;1;0;1;0.0;1.0
гулянк;1;0;1;0.0;1.0
гунба;1;0;1;0.0;1.0
гусейн;1;0;1;0.0;1.0
густот;1;0;1;0.0;1.0
гэтсб;1;0;1;0.0;1.0
гювеч;1;0;1;0.0;1.0
гюююд;1;0;1;0.0;1.0
дааа;1;1;0;1.0;0.0
дадиан;1;0;1;0.0;1.0
давеч;1;0;1;0.0;1.0
давк;1;0;1;0.0;1.0
давлен;1;0;1;0.0;1.0
давненьк;1;0;1;0.0;1.0
давнишн;1;1;0;1.0;0.0
давол;1;0;1;0.0;1.0
даволн;1;0;1;0.0;1.0
дагестанск;1;1;0;1.0;0.0
даглар;1;1;0;1.0;0.0
высвет;1;0;1;0.0;1.0
выс;1;0;1;0.0;1.0
выручалочк;1;0;1;0.0;1.0
вовлеч;1;0;1;0.0;1.0
вог;1;0;1;0.0;1.0
водаа;1;1;0;1.0;0.0
водительск;1;0;1;0.0;1.0
водн;1;0;1;0.0;1.0
водоотвод;1;0;1;0.0;1.0
водопад;1;0;1;0.0;1.0
водопровод;1;0;1;0.0;1.0
водоснабжен;1;0;1;0.0;1.0
водочн;1;0;1;0.0;1.0
водяр;1;1;0;1.0;0.0
воен;1;0;1;0.0;1.0
вожможн;1;0;1;0.0;1.0
воз;1;0;1;0.0;1.0
возастн;1;0;1;0.0;1.0
возбужд;1;1;0;1.0;0.0
возвра;1;0;1;0.0;1.0
возвращат;1;1;0;1.0;0.0
возгоран;1;1;0;1.0;0.0
воздерж;1;1;0;1.0;0.0
воздержа;1;1;0;1.0;0.0
воздержива;1;0;1;0.0;1.0
вовнутр;1;1;0;1.0;0.0
вовзраща;1;0;1;0.0;1.0
восстан;1;0;1;0.0;1.0
вов;1;0;1;0.0;1.0
влет;1;0;1;0.0;1.0
влетел;1;1;0;1.0;0.0
влечет;1;0;1;0.0;1.0
влсторг;1;0;1;0.0;1.0
вмен;1;0;1;0.0;1.0
вмеща;1;0;1;0.0;1.0
вмф;1;0;1;0.0;1.0
внаклонк;1;0;1;0.0;1.0
внедр;1;1;0;1.0;0.0
внедрен;1;1;0;1.0;0.0
внемательн;1;0;1;0.0;1.0
внесен;1;1;0;1.0;0.0
вни;1;0;1;0.0;1.0
вник;1;0;1;0.0;1.0
внимателн;1;0;1;0.0;1.0
внимателтн;1;0;1;0.0;1.0
внотр;1;1;0;1.0;0.0
внусн;1;0;1;0.0;1.0
внусненьк;1;0;1;0.0;1.0
внуш;1;1;0;1.0;0.0
во;1;1;0;1.0;0.0
воздыхател;1;0;1;0.0;1.0
возлаг;1;0;1;0.0;1.0
возлага;1;0;1;0.0;1.0
возмож;1;0;1;0.0;1.0
волшеб;1;0;1;0.0;1.0
вольготн;1;0;1;0.0;1.0
вонтог;1;0;1;0.0;1.0
воодушив;1;0;1;0.0;1.0
вооообщ;1;0;1;0.0;1.0
воощ;1;0;1;0.0;1.0
вооьщ;1;1;0;1.0;0.0
вопиющ;1;1;0;1.0;0.0
воплот;1;1;0;1.0;0.0
воплоща;1;0;1;0.0;1.0
вор;1;1;0;1.0;0.0
воронеж;1;0;1;0.0;1.0
ворсинк;1;1;0;1.0;0.0
воск;1;0;1;0.0;1.0
восновн;1;0;1;0.0;1.0
воспитательн;1;1;0;1.0;0.0
воспитыва;1;0;1;0.0;1.0
восполнен;1;0;1;0.0;1.0
воспольз;1;1;0;1.0;0.0
воспользу;1;0;1;0.0;1.0
воспроизвед;1;0;1;0.0;1.0
волчек;1;0;1;0.0;1.0
волосок;1;0;1;0.0;1.0
волосинк;1;1;0;1.0;0.0
вокркг;1;0;1;0.0;1.0
возмущ;1;1;0;1.0;0.0
возникаюш;1;0;1;0.0;1.0
возникнет;1;1;0;1.0;0.0
возникновен;1;0;1;0.0;1.0
возраста;1;1;0;1.0;0.0
возрост;1;0;1;0.0;1.0
возьмут;1;0;1;0.0;1.0
войдет;1;0;1;0.0;1.0
войн;1;0;1;0.0;1.0
волатильн;1;1;0;1.0;0.0
волосин;1;0;1;0.0;1.0
волбщ;1;1;0;1.0;0.0
волгоград;1;0;1;0.0;1.0
волгоградск;1;0;1;0.0;1.0
волк;1;0;1;0.0;1.0
волков;1;0;1;0.0;1.0
волнен;1;0;1;0.0;1.0
волну;1;0;1;0.0;1.0
волод;1;0;1;0.0;1.0
волокнист;1;1;0;1.0;0.0
влеп;1;0;1;0.0;1.0
влезут;1;0;1;0.0;1.0
влеза;1;1;0;1.0;0.0
винтов;1;0;1;0.0;1.0
вигвам;1;1;0;1.0;0.0
видеозапис;1;0;1;0.0;1.0
видеокамер;1;0;1;0.0;1.0
видеоклип;1;0;1;0.0;1.0
виджет;1;1;0;1.0;0.0
видок;1;1;0;1.0;0.0
видьда;1;0;1;0.0;1.0
виенск;1;0;1;0.0;1.0
визав;1;0;1;0.0;1.0
визж;1;0;1;0.0;1.0
визжат;1;0;1;0.0;1.0
визуа;1;0;1;0.0;1.0
вил;1;0;1;0.0;1.0
вилочк;1;0;1;0.0;1.0
винлайн;1;1;0;1.0;0.0
виновниц;1;0;1;0.0;1.0
виноградинок;1;1;0;1.0;0.0
виноградн;1;0;1;0.0;1.0
винодел;1;0;1;0.0;1.0
винотек;1;0;1;0.0;1.0
винтаж;1;1;0;1.0;0.0
вибрац;1;0;1;0.0;1.0
виалетт;1;0;1;0.0;1.0
взягляд;1;1;0;1.0;0.0
взглянув;1;0;1;0.0;1.0
взаимн;1;0;1;0.0;1.0
взаимоотношен;1;1;0;1.0;0.0
взаимопомощ;1;0;1;0.0;1.0
взаимопониман;1;0;1;0.0;1.0
взбеш;1;1;0;1.0;0.0
взбодр;1;0;1;0.0;1.0
взбучк;1;0;1;0.0;1.0
взвешен;1;0;1;0.0;1.0
взглянеш;1;0;1;0.0;1.0
взглянул;1;0;1;0.0;1.0
взрывн;1;0;1;0.0;1.0
взглянут;1;0;1;0.0;1.0
вздул;1;0;1;0.0;1.0
вздума;1;0;1;0.0;1.0
вздут;1;1;0;1.0;0.0
вздыха;1;1;0;1.0;0.0
взир;1;0;1;0.0;1.0
взлета;1;1;0;1.0;0.0
взорва;1;0;1;0.0;1.0
взр;1;1;0;1.0;0.0
винтер;1;0;1;0.0;1.0
виолет;1;0;1;0.0;1.0
власт;1;0;1;0.0;1.0
вирендр;1;0;1;0.0;1.0
вкуснецк;1;0;1;0.0;1.0
вкуснл;1;0;1;0.0;1.0
вкуснооо;1;0;1;0.0;1.0
вкуснр;1;0;1;0.0;1.0
вкусныеточк;1;0;1;0.0;1.0
вкусныц;1;0;1;0.0;1.0
вкуснятинаа;1;0;1;0.0;1.0
вкуснятинк;1;0;1;0.0;1.0
вкуснях;1;0;1;0.0;1.0
вкусняшн;1;0;1;0.0;1.0
вкусовык;1;0;1;0.0;1.0
вкусопепедач;1;0;1;0.0;1.0
вкустн;1;0;1;0.0;1.0
вкусун;1;0;1;0.0;1.0
вкуч;1;1;0;1.0;0.0
вкучек;1;0;1;0.0;1.0
вкуш;1;0;1;0.0;1.0
вкушнейн;1;0;1;0.0;1.0
влаг;1;1;0;1.0;0.0
владеющ;1;0;1;0.0;1.0
владимирск;1;0;1;0.0;1.0
вкуснен;1;0;1;0.0;1.0
вкуснейщ;1;0;1;0.0;1.0
вкуснейшиее;1;0;1;0.0;1.0
вкксно;1;0;1;0.0;1.0
вирус;1;1;0;1.0;0.0
висюлек;1;0;1;0.0;1.0
вися;1;0;1;0.0;1.0
вит;1;0;1;0.0;1.0
витражн;1;0;1;0.0;1.0
вихр;1;0;1;0.0;1.0
вказан;1;0;1;0.0;1.0
вкинул;1;1;0;1.0;0.0
вкинут;1;1;0;1.0;0.0
вклад;1;0;1;0.0;1.0
вкуснейг;1;0;1;0.0;1.0
вклбчил;1;1;0;1.0;0.0
вконтакт;1;0;1;0.0;1.0
вксна;1;0;1;0.0;1.0
вксны;1;0;1;0.0;1.0
вку;1;0;1;0.0;1.0
вкусгл;1;0;1;0.0;1.0
вкусл;1;0;1;0.0;1.0
вкуснат;1;0;1;0.0;1.0
вкуснаяед;1;0;1;0.0;1.0
воспроизведен;1;0;1;0.0;1.0
восстанов;1;0;1;0.0;1.0
выруба;1;1;0;1.0;0.0
выделыва;1;0;1;0.0;1.0
выдира;1;1;0;1.0;0.0
выднл;1;0;1;0.0;1.0
выдох;1;1;0;1.0;0.0
выдохл;1;0;1;0.0;1.0
выдохнут;1;0;1;0.0;1.0
выезж;1;0;1;0.0;1.0
выезжа;1;0;1;0.0;1.0
выж;1;1;0;1.0;0.0
выжига;1;1;0;1.0;0.0
выжлив;1;0;1;0.0;1.0
выздоровел;1;1;0;1.0;0.0
выздоровлен;1;0;1;0.0;1.0
вызовеш;1;1;0;1.0;0.0
выигрышн;1;1;0;1.0;0.0
выйгра;1;0;1;0.0;1.0
выказа;1;0;1;0.0;1.0
выкат;1;1;0;1.0;0.0
выкладк;1;0;1;0.0;1.0
выковар;1;1;0;1.0;0.0
выковырива;1;0;1;0.0;1.0
выкрикнул;1;1;0;1.0;0.0
выдержат;1;1;0;1.0;0.0
выдан;1;0;1;0.0;1.0
востор;1;0;1;0.0;1.0
выдават;1;0;1;0.0;1.0
вщят;1;0;1;0.0;1.0
въеда;1;0;1;0.0;1.0
въезд;1;1;0;1.0;0.0
въетнам;1;0;1;0.0;1.0
въетнамц;1;1;0;1.0;0.0
выбро;1;0;1;0.0;1.0
выбыр;1;0;1;0.0;1.0
выварен;1;1;0;1.0;0.0
вывед;1;0;1;0.0;1.0
выведен;1;0;1;0.0;1.0
вывесок;1;0;1;0.0;1.0
вывоз;1;1;0;1.0;0.0
вывол;1;1;0;1.0;0.0
вывор;1;1;0;1.0;0.0
выворачива;1;0;1;0.0;1.0
выгл;1;0;1;0.0;1.0
выглядя;1;0;1;0.0;1.0
выгон;1;0;1;0.0;1.0
выгрызл;1;0;1;0.0;1.0
выгял;1;0;1;0.0;1.0
выдав;1;1;0;1.0;0.0
выкрут;1;0;1;0.0;1.0
выкрутас;1;0;1;0.0;1.0
выкупа;1;0;1;0.0;1.0
вылазк;1;0;1;0.0;1.0
выпрос;1;1;0;1.0;0.0
выпрыгива;1;1;0;1.0;0.0
выпрям;1;0;1;0.0;1.0
выпуска;1;1;0;1.0;0.0
выпуст;1;1;0;1.0;0.0
выпучен;1;1;0;1.0;0.0
выпыта;1;0;1;0.0;1.0
выпьет;1;0;1;0.0;1.0
выпьют;1;1;0;1.0;0.0
выпяч;1;1;0;1.0;0.0
выпячива;1;1;0;1.0;0.0
выработа;1;1;0;1.0;0.0
выразительн;1;0;1;0.0;1.0
вырастет;1;0;1;0.0;1.0
выращива;1;1;0;1.0;0.0
вырва;1;1;0;1.0;0.0
вырез;1;0;1;0.0;1.0
вырезок;1;0;1;0.0;1.0
выркзк;1;0;1;0.0;1.0
вырнул;1;1;0;1.0;0.0
выруб;1;0;1;0.0;1.0
выпрашиван;1;1;0;1.0;0.0
выполза;1;0;1;0.0;1.0
выполз;1;0;1;0.0;1.0
вымыт;1;1;0;1.0;0.0
вылазок;1;0;1;0.0;1.0
вылез;1;1;0;1.0;0.0
вылит;1;0;1;0.0;1.0
вылов;1;1;0;1.0;0.0
вымака;1;0;1;0.0;1.0
выматыва;1;0;1;0.0;1.0
вымен;1;1;0;1.0;0.0
вымета;1;1;0;1.0;0.0
вымучива;1;1;0;1.0;0.0
вынесен;1;1;0;1.0;0.0
выпоашива;1;1;0;1.0;0.0
выниман;1;0;1;0.0;1.0
вынослив;1;0;1;0.0;1.0
вынужда;1;0;1;0.0;1.0
вынут;1;1;0;1.0;0.0
вынырнул;1;0;1;0.0;1.0
выпендрива;1;0;1;0.0;1.0
выпеч;1;0;1;0.0;1.0
выплат;1;0;1;0.0;1.0
выплеснул;1;0;1;0.0;1.0
вче;1;0;1;0.0;1.0
вцепля;1;0;1;0.0;1.0
вхлам;1;1;0;1.0;0.0
всвяз;1;0;1;0.0;1.0
впотьм;1;1;0;1.0;0.0
впридач;1;0;1;0.0;1.0
впринцеп;1;0;1;0.0;1.0
впрхни;1;0;1;0.0;1.0
врал;1;1;0;1.0;0.0
враща;1;0;1;0.0;1.0
вреднича;1;0;1;0.0;1.0
вредност;1;1;0;1.0;0.0
вреднятинк;1;0;1;0.0;1.0
вреза;1;0;1;0.0;1.0
времяприпровожден;1;0;1;0.0;1.0
врерв;1;0;1;0.0;1.0
вреш;1;1;0;1.0;0.0
врот;1;1;0;1.0;0.0
врси;1;0;1;0.0;1.0
вру;1;1;0;1.0;0.0
вруг;1;0;1;0.0;1.0
вручен;1;1;0;1.0;0.0
врядл;1;0;1;0.0;1.0
всадник;1;1;0;1.0;0.0
всамделишн;1;0;1;0.0;1.0
впопых;1;1;0;1.0;0.0
вполовин;1;1;0;1.0;0.0
впол;1;0;1;0.0;1.0
вошел;1;0;1;0.0;1.0
восторга;1;0;1;0.0;1.0
восторженн;1;1;0;1.0;0.0
восторог;1;0;1;0.0;1.0
восточк;1;0;1;0.0;1.0
восхещен;1;0;1;0.0;1.0
восходя;1;0;1;0.0;1.0
вотоф;1;0;1;0.0;1.0
вотс;1;1;0;1.0;0.0
воцаря;1;0;1;0.0;1.0
впал;1;1;0;1.0;0.0
вплотн;1;0;1;0.0;1.0
впачатл;1;1;0;1.0;0.0
впекин;1;0;1;0.0;1.0
впечален;1;1;0;1.0;0.0
впечателя;1;0;1;0.0;1.0
впечатления;1;1;0;1.0;0.0
впечатлительн;1;0;1;0.0;1.0
впечатыва;1;1;0;1.0;0.0
впихнул;1;1;0;1.0;0.0
впишет;1;0;1;0.0;1.0
всасыва;1;1;0;1.0;0.0
всег;1;0;1;0.0;1.0
втюха;1;1;0;1.0;0.0
всегд;1;0;1;0.0;1.0
вста;1;0;1;0.0;1.0
встав;1;0;1;0.0;1.0
вставл;1;0;1;0.0;1.0
встает;1;1;0;1.0;0.0
встаеш;1;0;1;0.0;1.0
встают;1;1;0;1.0;0.0
встающ;1;0;1;0.0;1.0
вствует;1;1;0;1.0;0.0
встеча;1;0;1;0.0;1.0
встнет;1;0;1;0.0;1.0
встроен;1;0;1;0.0;1.0
встул;1;0;1;0.0;1.0
вступ;1;0;1;0.0;1.0
всуч;1;1;0;1.0;0.0
втечен;1;1;0;1.0;0.0
втиснул;1;0;1;0.0;1.0
вто;1;1;0;1.0;0.0
вторгм;1;0;1;0.0;1.0
второсортн;1;1;0;1.0;0.0
втрет;1;0;1;0.0;1.0
втройн;1;0;1;0.0;1.0
всреч;1;0;1;0.0;1.0
вспышк;1;1;0;1.0;0.0
всплыл;1;0;1;0.0;1.0
всестм;1;0;1;0.0;1.0
всегдп;1;0;1;0.0;1.0
всегш;1;0;1;0.0;1.0
всеж;1;0;1;0.0;1.0
всел;1;0;1;0.0;1.0
вселенск;1;0;1;0.0;1.0
всемн;1;0;1;0.0;1.0
всеравн;1;1;0;1.0;0.0
всерьез;1;1;0;1.0;0.0
всесезон;1;0;1;0.0;1.0
всетак;1;0;1;0.0;1.0
вспециальн;1;0;1;0.0;1.0
всеусерд;1;0;1;0.0;1.0
вскипят;1;1;0;1.0;0.0
вскрикнул;1;1;0;1.0;0.0
вскустн;1;0;1;0.0;1.0
вследств;1;1;0;1.0;0.0
вслух;1;1;0;1.0;0.0
вслушива;1;0;1;0.0;1.0
всмятк;1;0;1;0.0;1.0
всп;1;0;1;0.0;1.0
ледников;1;1;0;1.0;0.0
коул;1;0;1;0.0;1.0
оговорочк;1;0;1;0.0;1.0
операторш;1;1;0;1.0;0.0
оооч;1;0;1;0.0;1.0
ооочеен;1;0;1;0.0;1.0
опа;1;1;0;1.0;0.0
полдорог;1;0;1;0.0;1.0
опазда;1;0;1;0.0;1.0
полвек;1;0;1;0.0;1.0
опаск;1;0;1;0.0;1.0
оператив;1;0;1;0.0;1.0
операцион;1;0;1;0.0;1.0
оооочент;1;0;1;0.0;1.0
оперевш;1;0;1;0.0;1.0
оперн;1;0;1;0.0;1.0
опечата;1;1;0;1.0;0.0
полбед;1;1;0;1.0;0.0
опечаток;1;1;0;1.0;0.0
опеш;1;1;0;1.0;0.0
опилк;1;1;0;1.0;0.0
опир;1;0;1;0.0;1.0
оооочке;1;0;1;0.0;1.0
оооооччен;1;1;0;1.0;0.0
омепразол;1;0;1;0.0;1.0
полевск;1;0;1;0.0;1.0
ометьевск;1;0;1;0.0;1.0
омрачн;1;1;0;1.0;0.0
омроча;1;1;0;1.0;0.0
омс;1;1;0;1.0;0.0
омск;1;0;1;0.0;1.0
онегин;1;0;1;0.0;1.0
онигир;1;1;0;1.0;0.0
полетел;1;1;0;1.0;0.0
онкопациент;1;0;1;0.0;1.0
ооооохххх;1;0;1;0.0;1.0
онл;1;0;1;0.0;1.0
оооооллчен;1;0;1;0.0;1.0
оооооооооооооооочен;1;0;1;0.0;1.0
ооооооооооооооочен;1;1;0;1.0;0.0
ооооооооочен;1;0;1;0.0;1.0
оооооооч;1;0;1;0.0;1.0
ооооооочен;1;1;0;1.0;0.0
ооооох;1;0;1;0.0;1.0
описуем;1;0;1;0.0;1.0
опиш;1;1;0;1.0;0.0
оплачив;1;0;1;0.0;1.0
организацион;1;0;1;0.0;1.0
опузырен;1;0;1;0.0;1.0
опуск;1;1;0;1.0;0.0
опьянен;1;1;0;1.0;0.0
орав;1;0;1;0.0;1.0
орв;1;1;0;1.0;0.0
покрош;1;1;0;1.0;0.0
оргазмическ;1;0;1;0.0;1.0
орган;1;1;0;1.0;0.0
органолептическ;1;1;0;1.0;0.0
оповещен;1;0;1;0.0;1.0
ординарн;1;1;0;1.0;0.0
орега;1;0;1;0.0;1.0
орекьетт;1;0;1;0.0;1.0
орел;1;1;0;1.0;0.0
покр;1;1;0;1.0;0.0
орешек;1;0;1;0.0;1.0
покоря;1;0;1;0.0;1.0
покорн;1;0;1;0.0;1.0
опубликова;1;1;0;1.0;0.0
оптимист;1;1;0;1.0;0.0
покрупн;1;0;1;0.0;1.0
оптимизир;1;1;0;1.0;0.0
ополоск;1;0;1;0.0;1.0
опор;1;0;1;0.0;1.0
опперативн;1;0;1;0.0;1.0
полач;1;0;1;0.0;1.0
полаз;1;0;1;0.0;1.0
оправдыв;1;0;1;0.0;1.0
оправдыват;1;1;0;1.0;0.0
покураж;1;0;1;0.0;1.0
покупаешьпр;1;0;1;0.0;1.0
определенн;1;0;1;0.0;1.0
опрелелен;1;0;1;0.0;1.0
покуп;1;0;1;0.0;1.0
опроб;1;0;1;0.0;1.0
опробован;1;1;0;1.0;0.0
опрятненьк;1;0;1;0.0;1.0
опслужыван;1;0;1;0.0;1.0
покрут;1;0;1;0.0;1.0
омерзен;1;1;0;1.0;0.0
омег;1;1;0;1.0;0.0
одиночек;1;0;1;0.0;1.0
ожидвн;1;0;1;0.0;1.0
одур;1;0;1;0.0;1.0
одыкват;1;0;1;0.0;1.0
полоска;1;1;0;1.0;0.0
ож;1;0;1;0.0;1.0
ожеч;1;0;1;0.0;1.0
поломан;1;0;1;0.0;1.0
положителтн;1;0;1;0.0;1.0
ожив;1;0;1;0.0;1.0
ожижидан;1;0;1;0.0;1.0
одолж;1;1;0;1.0;0.0
ожилан;1;0;1;0.0;1.0
половинчат;1;0;1;0.0;1.0
ожог;1;1;0;1.0;0.0
озабоч;1;1;0;1.0;0.0
половинок;1;0;1;0.0;1.0
озвучен;1;1;0;1.0;0.0
ознакомьт;1;0;1;0.0;1.0
озон;1;0;1;0.0;1.0
одума;1;1;0;1.0;0.0
полост;1;1;0;1.0;0.0
полива;1;0;1;0.0;1.0
однолик;1;1;0;1.0;0.0
однажн;1;0;1;0.0;1.0
одназначн;1;0;1;0.0;1.0
одновремнн;1;1;0;1.0;0.0
одногрупник;1;0;1;0.0;1.0
однозна;1;0;1;0.0;1.0
однозназначн;1;0;1;0.0;1.0
однозночн;1;0;1;0.0;1.0
полотн;1;0;1;0.0;1.0
одномоментн;1;0;1;0.0;1.0
одолет;1;0;1;0.0;1.0
однородн;1;0;1;0.0;1.0
односложн;1;1;0;1.0;0.0
односторон;1;0;1;0.0;1.0
однотип;1;0;1;0.0;1.0
полотенчик;1;0;1;0.0;1.0
однотон;1;1;0;1.0;0.0
одночзначн;1;0;1;0.0;1.0
одобрен;1;1;0;1.0;0.0
озорн;1;0;1;0.0;1.0
озывчива;1;0;1;0.0;1.0
оикрыва;1;0;1;0.0;1.0
окээээ;1;1;0;1.0;0.0
окрикнул;1;0;1;0.0;1.0
округл;1;0;1;0.0;1.0
полклубник;1;1;0;1.0;0.0
лезут;1;1;0;1.0;0.0
октрыт;1;0;1;0.0;1.0
окуратн;1;0;1;0.0;1.0
окуратненьк;1;0;1;0.0;1.0
окэ;1;0;1;0.0;1.0
полиэтил;1;1;0;1.0;0.0
полов;1;1;0;1.0;0.0
оладушек;1;0;1;0.0;1.0
полиомиелит;1;1;0;1.0;0.0
олд;1;0;1;0.0;1.0
олигарх;1;0;1;0.0;1.0
поливк;1;0;1;0.0;1.0
олицетворя;1;1;0;1.0;0.0
ом;1;0;1;0.0;1.0
омагад;1;0;1;0.0;1.0
полнлст;1;0;1;0.0;1.0
окрестн;1;0;1;0.0;1.0
окрас;1;1;0;1.0;0.0
окоченел;1;1;0;1.0;0.0
оиличн;1;0;1;0.0;1.0
полном;1;0;1;0.0;1.0
оказ;1;0;1;0.0;1.0
оказалист;1;0;1;0.0;1.0
оказва;1;1;0;1.0;0.0
оказыввет;1;1;0;1.0;0.0
окаказл;1;1;0;1.0;0.0
оканчив;1;0;1;0.0;1.0
окаща;1;0;1;0.0;1.0
окинул;1;0;1;0.0;1.0
окислен;1;0;1;0.0;1.0
оккнут;1;0;1;0.0;1.0
оклад;1;1;0;1.0;0.0
окликнут;1;1;0;1.0;0.0
околдова;1;0;1;0.0;1.0
околонатуральн;1;0;1;0.0;1.0
окорочк;1;1;0;1.0;0.0
орзотт;1;1;0;1.0;0.0
ориентальн;1;0;1;0.0;1.0
